region_id,observation_year,sector_a10,sector_employment,country,source_label,region_name,region_level,flag_target_concept,meta_region_system,meta_source_label
BE_alost,2008,BE,9800.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,FZ,4748.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,GI,15499.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,JZ,835.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,KZ,1161.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,LZ,185.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,MN,5806.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,OQ,25850.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2008,RU,1674.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,BE,8999.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,FZ,4686.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,GI,15189.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,JZ,814.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,KZ,1156.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,LZ,189.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,MN,5833.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,OQ,26024.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2009,RU,1743.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,BE,8939.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,FZ,4780.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,GI,15107.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,JZ,815.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,KZ,1160.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,LZ,210.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,MN,6197.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,OQ,25914.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2010,RU,1743.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,BE,8874.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,FZ,4871.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,GI,14911.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,JZ,631.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,KZ,1151.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,LZ,223.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,MN,6574.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,OQ,25372.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2011,RU,1766.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,BE,8835.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,FZ,4870.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,GI,14429.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,JZ,585.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,KZ,1186.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,LZ,231.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,MN,7091.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,OQ,26318.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2012,RU,1740.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,BE,8734.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,FZ,4721.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,GI,15326.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,JZ,593.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,KZ,1181.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,LZ,225.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,MN,7257.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,OQ,25759.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2013,RU,1768.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,BE,8660.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,FZ,4826.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,GI,15476.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,JZ,602.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,KZ,1212.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,LZ,228.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,MN,7643.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,OQ,25811.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2014,RU,1803.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,BE,8757.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,FZ,4637.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,GI,15719.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,JZ,616.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,KZ,1197.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,LZ,239.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,MN,7857.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,OQ,25866.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2015,RU,1832.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,BE,8960.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,FZ,4853.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,GI,15758.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,JZ,663.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,KZ,1220.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,LZ,242.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,MN,8797.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,OQ,26295.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2016,RU,1807.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,BE,9127.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,FZ,4785.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,GI,15994.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,JZ,699.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,KZ,1244.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,LZ,247.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,MN,9343.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,OQ,26614.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2017,RU,1797.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,BE,9104.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,FZ,4892.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,GI,16389.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,JZ,645.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,KZ,1244.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,LZ,258.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,MN,9403.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,OQ,27185.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2018,RU,1737.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,BE,8876.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,FZ,4903.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,GI,17079.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,JZ,720.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,KZ,1150.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,LZ,272.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,MN,9761.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,OQ,27394.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2019,RU,1755.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,BE,8795.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,FZ,4873.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,GI,16345.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,JZ,787.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,KZ,1219.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,LZ,289.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,MN,9658.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,OQ,27641.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2020,RU,1617.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,BE,8721.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,FZ,5014.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,GI,17022.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,JZ,801.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,KZ,1157.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,LZ,294.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,MN,9652.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,OQ,28392.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2021,RU,1694.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,BE,8816.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,FZ,5101.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,GI,16950.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,JZ,809.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,KZ,1144.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,LZ,290.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,MN,9710.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,OQ,29349.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2022,RU,1730.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,BE,8815.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,FZ,5166.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,GI,16871.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,JZ,830.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,KZ,981.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,LZ,298.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,MN,9918.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,OQ,29489.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2023,RU,1730.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,BE,8755.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,FZ,5180.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,GI,16990.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,JZ,799.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,KZ,972.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,LZ,262.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,MN,9959.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,OQ,29559.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_alost,2024,RU,1813.0,BE,ONSS Q4,Alost,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,BE,60286.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,FZ,19753.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,GI,104882.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
